Analyzing 100 frames

Camera,Step,Vx_m_per_frame,Vy_m_per_frame,Vz_m_per_frame,Magnitude_m_per_frame
D435,55,0.0074303769363111005,0.044489063154088626,0.015931102538259134,0.047836045716893
D435,56,-0.00037304023484485693,0.02768869447855815,-0.0026687367541532447,0.027819509643534662
D435,57,-0.012987270448114874,0.019514556276379325,-0.0014478589252048812,0.02348581264984776
D435,58,0.03606025461700879,0.07131552334158053,0.06155985965013974,0.1008754784507708
D435,59,0.05451544899451033,0.10120567534962022,0.07553224043391144,0.1375486904590952
D435,60,0.06614575817463653,0.08688854869086393,0.04309360624316083,0.11739650811307259
D435,61,0.04169610430554638,0.010204638545317057,-0.01709823265746152,0.04620659392454996
D435,62,0.07391662571274216,0.06595184053111947,0.002352796715970329,0.09909010282862012
D435,63,0.09548908553622759,0.14251391941625036,0.015993529594225953,0.17229096224935267
D435,64,0.1000773987440079,0.21646198654512572,-0.007299777545582531,0.23858869233608773
D435,65,0.032843724582495515,0.24521695579992198,-0.010591955463586045,0.24763330789046592
D435,66,-0.032664676637005785,0.24130696349312197,-0.025775224599995206,0.24486811538714315
D435,67,-0.0756906840459215,0.23831622964608334,-0.08011445668614475,0.2625681456958944
D435,68,-0.08577858511498959,0.18161014283074928,-0.129178918912837,0.23880410954341635
D435,69,-0.11886506392234597,0.13663522064339206,-0.1129267051335539,0.2134256959080899
D435,70,-0.14345758587661928,0.09998497793051286,-0.17749261012156586,0.2491599915818728
D435,71,-0.17366158340521465,0.0577230450273406,-0.14158813846186466,0.23138171153125062
D435,72,-0.13946390855769225,0.031101659611006527,-0.04314723548555527,0.1492621149213464
D435,73,-0.14175186108883447,0.015496854533622706,-0.012173151630976653,0.14311508740595882
D435,74,-0.16657266725279188,-0.017325667624744634,0.017558155599762204,0.1683891952068716
D435,75,-0.2513052664938106,-0.08045041908842943,0.007556442832430621,0.2639767162598036
D435,76,-0.2320921697151203,-0.15936400568603393,-0.09634001095550354,0.29756521850222517
D435,77,-0.1561505936169415,-0.15394718065332746,-0.036845622771455255,0.2223518433371935
D435,78,-0.13866830756571025,-0.18765546011706236,0.03144768662806041,0.23544092301284728
D435,79,-0.10447388964594417,-0.23223286694939727,0.06954132853086914,0.2639751777783806
D435,80,-0.04810848027518366,-0.2471548050042499,0.12090342213774113,0.27931623833156094
D435,81,0.031742114822783885,-0.30350782064113513,0.16087642773688993,0.3449721496659361
D435,82,0.12613185135305738,-0.28191959847190196,0.1666027743648435,0.3509193473639935
D435,83,0.25243716437488306,-0.2536944212660367,0.1972568474607559,0.4086510066172564
D435,84,0.3617812086765544,-0.1609948375498611,0.17470009347886878,0.4328107014974332
D435,85,0.3709274489239807,-0.04529529500956542,0.1024778310269468,0.38747973104053246
D435,86,0.3725315833027114,-0.02509413422245621,-0.04983755193745948,0.3766872412406858
D435,87,0.33729504641331853,-0.022507297559645645,-0.2216763762329581,0.4042461410553935
D435,88,0.2115591022690122,-0.02434651733480031,-0.4182244509081314,0.46932046407184513
D435,89,-0.016951469296611732,0.029242750211848634,-0.5882105252365206,0.58918088287918
D435,90,-0.16035591368293256,0.2596618271744905,-0.5799587587735437,0.6553552055357709
D435,91,-0.31541787935750043,0.5357905101442803,-0.42736786887618305,0.7544555684245569
D435,92,-0.37466868278123144,0.718451633012287,-0.07074947965406442,0.8133602275169138
D435,93,-0.19787076690685615,0.738139202427718,0.37391466479991853,0.8507728833886107
D435,94,-0.18134191012613057,0.38689473161048005,0.5130933117341508,0.6677103925074533
D435,95,-0.17905696764792217,0.12696693171906182,0.5560182052842637,0.5977777547056728
D435,96,-0.10777935906567576,-0.04831687326912837,0.5215846679396635,0.5347910585573041
D435,97,-0.256319474920124,-0.19496560901462767,0.2804097080294161,0.4270138947141125
D435,98,-0.3857550277857994,-0.39062371553078656,0.16589317332580095,0.5735105696961512
D435,99,-0.3774217310266643,-0.5952505261127516,-0.05557553842872914,0.7070070666975787
Topdown,1,0.0,0.0,0.0,0.0
Topdown,2,0.03810521960258484,0.0013523520901799202,4.620394468307495,4.620551793821128
Topdown,3,0.054923027753829956,-0.005857551470398903,-0.05562102794647217,0.07838717137834855
Topdown,4,0.031535714864730835,-0.009565102867782116,-0.03711545467376709,0.049634156389942986
Topdown,5,0.009543359279632568,-0.013247061520814896,-0.022244811058044434,0.02759333188080953
Topdown,6,-0.024346262216567993,-0.03563108667731285,-0.03696143627166748,0.056819561710634514
Topdown,7,-0.043153345584869385,-0.006441369652748108,-0.023867011070251465,0.04973265220755893
Topdown,8,-0.08120337128639221,0.03067028522491455,-0.002362489700317383,0.08683452804983387
Topdown,9,-0.07898351550102234,0.030221551656723022,-0.008261561393737793,0.08497053196316187
Topdown,10,-0.06380975246429443,0.040573254227638245,-0.0369873046875,0.08417799104410281
Topdown,11,-0.08625280857086182,0.07048432528972626,-0.046096205711364746,0.12055060049163643
Topdown,12,-0.11477738618850708,0.0679117739200592,-0.04701364040374756,0.14140770771513061
Topdown,13,-0.12470835447311401,0.05774271488189697,-0.03727149963378906,0.14239227325341583
Topdown,14,-0.14196127653121948,0.04504448175430298,-0.045031189918518066,0.15559504309702396
Topdown,15,-0.1486424207687378,0.02770054340362549,-0.04128134250640869,0.15673556901985605
Topdown,16,-0.14468294382095337,-0.0012381374835968018,-0.04233825206756592,0.15075548018318335
Topdown,17,-0.13708281517028809,-0.011842221021652222,-0.05676138401031494,0.14884149666172894
Topdown,18,-0.14799046516418457,-0.02313053607940674,-0.0563044548034668,0.1600199709709638
Topdown,19,-0.1355525255203247,-0.03428170084953308,-0.07373929023742676,0.1580734168441823
Topdown,20,-0.12673509120941162,-0.035658955574035645,-0.07095217704772949,0.14955786801202162
Topdown,21,-0.09603500366210938,-0.05549086630344391,-0.07257723808288574,0.1325496648778409
Topdown,22,-0.02649557590484619,-0.025294825434684753,-0.06277656555175781,0.07268246637790153
Topdown,23,0.02567446231842041,0.03121340274810791,-0.052129507064819336,0.06596165578028367
Topdown,24,0.05970644950866699,0.06743268668651581,-0.029332399368286133,0.09472284307068406
Topdown,25,0.05945849418640137,0.11142294108867645,0.04062223434448242,0.1326670654492027
Topdown,26,0.047991156578063965,0.08138090372085571,0.08866548538208008,0.12956685879561677
Topdown,27,-0.001104593276977539,0.05286967754364014,0.11132669448852539,0.12324794454926014
Topdown,28,-0.012657761573791504,0.009373605251312256,0.0822601318359375,0.08375447864521754
Topdown,29,0.01563119888305664,-0.0016418695449829102,0.07642257213592529,0.07802204589726623
Topdown,30,0.0027959346771240234,-0.0007606148719787598,0.10943865776062012,0.10947700945015057
Topdown,31,-0.004475831985473633,-0.03779146075248718,0.1066892147064209,0.11327319238214197
Topdown,32,-0.0339510440826416,-0.060319215059280396,0.083290696144104,0.10829783545315508
Topdown,33,-0.032413601875305176,-0.06554704904556274,0.0420069694519043,0.08433055619196055
Topdown,34,-0.005780577659606934,-0.05229291319847107,-0.0008707046508789062,0.05261864665164469
Topdown,35,0.018700599670410156,-0.02234533429145813,-0.035526275634765625,0.04594717241688873
Topdown,36,0.045632123947143555,0.0013793110847473145,-0.036791086196899414,0.05863256141892201
Topdown,37,0.05515182018280029,0.026080727577209473,-0.029437780380249023,0.06773854540915628
Topdown,38,0.06215250492095947,0.04307425022125244,-0.0157470703125,0.0772417964802721
Topdown,39,0.05823540687561035,0.044545263051986694,0.0069724321365356445,0.07364956133092153
Topdown,40,0.04969644546508789,0.05190408229827881,0.010643601417541504,0.07264335277385293
Topdown,41,0.04568517208099365,0.04023149609565735,0.021970033645629883,0.06471777657301743
Topdown,42,0.03884243965148926,0.04873842000961304,0.041127920150756836,0.07467043939230614
Topdown,43,0.03777730464935303,0.04389309883117676,0.049716830253601074,0.07632491128091053
Topdown,44,0.03838515281677246,0.04176759719848633,0.05225551128387451,0.07712710672676056
Topdown,45,0.0353015661239624,0.03476238250732422,0.059339284896850586,0.07730313409208976
Topdown,46,0.03266870975494385,0.03083580732345581,0.05985522270202637,0.07483808719529934
Topdown,47,0.035677194595336914,0.0250244140625,0.06553363800048828,0.07870032543099188
Topdown,48,0.03719812631607056,0.020670831203460693,0.06659603118896484,0.07903173561418149
Topdown,49,0.029933631420135498,0.01394885778427124,0.05929696559906006,0.06787284473733556
Topdown,50,0.028673529624938965,0.012180864810943604,0.05661642551422119,0.0646217022887984
Topdown,51,0.023627638816833496,0.010562598705291748,0.054363369941711426,0.060209715153678824
Topdown,52,0.026255249977111816,0.006842613220214844,0.058339595794677734,0.06434025135580734
Topdown,53,0.024033308029174805,0.004827260971069336,0.04976356029510498,0.05547354573625663
Topdown,54,0.024138271808624268,0.001812279224395752,0.04609942436218262,0.05206819997290859
Topdown,55,0.023083388805389404,0.00038808584213256836,0.03750091791152954,0.04403762361400667
Topdown,56,0.02028101682662964,-0.0044634342193603516,0.03253990411758423,0.03860164826188341
Topdown,57,0.02117365598678589,-0.0014101266860961914,0.028193533420562744,0.03528721428299467
Topdown,58,0.027801513671875,0.004311084747314453,0.018952667713165283,0.033922164252766035
Topdown,59,0.027062058448791504,0.008414864540100098,0.01511615514755249,0.032119512747844095
Topdown,60,0.02781498432159424,0.014019370079040527,0.01497948169708252,0.034562999900715506
Topdown,61,0.030702590942382812,0.02463442087173462,0.011842608451843262,0.041106582893798295
Topdown,62,0.035908401012420654,0.018674194812774658,-0.0164262056350708,0.043680190552925754
Topdown,63,0.04272070527076721,0.01990485191345215,-0.01680201292037964,0.05003568153532858
Topdown,64,0.046719908714294434,0.021800518035888672,-0.012742042541503906,0.05310717564543051
Topdown,65,0.04541593790054321,0.023048818111419678,-0.007953524589538574,0.05154720152555035
Topdown,66,0.02533167600631714,0.017840206623077393,-0.00785064697265625,0.031962469233968685
Topdown,67,0.022799640893936157,0.014749467372894287,-0.0113028883934021,0.02941301920426094
Topdown,68,0.0215187668800354,0.012981116771697998,-0.00744253396987915,0.026209884253284535
Topdown,69,0.023964881896972656,0.01242077350616455,-0.0016193985939025879,0.027040962087788604
Topdown,70,0.025596559047698975,0.015837550163269043,-0.003349602222442627,0.030285832749075862
Topdown,71,0.012738257646560669,0.001421213150024414,-0.013739705085754395,0.018789958768753827
Topdown,72,0.017662495374679565,0.006686747074127197,-0.02519822120666504,0.0314901044976664
Topdown,73,0.01751936972141266,0.014462172985076904,-0.029234766960144043,0.03702370000553387
Topdown,74,0.01724107563495636,0.0118674635887146,-0.04126828908920288,0.046272703243162426
Topdown,75,0.010108709335327148,0.0005086064338684082,-0.04463380575180054,0.04576703290382899
Topdown,76,0.012010753154754639,0.003520488739013672,-0.051698923110961914,0.053192393094681524
Topdown,77,0.015543699264526367,-0.005472064018249512,-0.05369114875793457,0.05616306193925432
Topdown,78,0.015986472368240356,-0.004661738872528076,-0.052571773529052734,0.05514608308924725
Topdown,79,0.014706462621688843,-0.001649320125579834,-0.045305490493774414,0.04766117674377394
Topdown,80,0.015005052089691162,-0.0055969953536987305,-0.046422362327575684,0.04910716515210778
Topdown,81,0.013665467500686646,-0.004785776138305664,-0.039873480796813965,0.04242102221908603
Topdown,82,0.01665407419204712,-0.0072473883628845215,-0.040721774101257324,0.044588627599764896
Topdown,83,0.01730486750602722,-0.007835030555725098,-0.039044976234436035,0.04342068991112391
Topdown,84,0.0214291512966156,-0.009239375591278076,-0.03943681716918945,0.04582397991277082
Topdown,85,0.02252376079559326,-0.007329106330871582,-0.030695676803588867,0.03877189928823077
Topdown,86,0.02517610788345337,-0.01968318223953247,-0.035118818283081055,0.047482580688437706
Topdown,87,0.027633339166641235,-0.0280458927154541,-0.034189581871032715,0.052145000145953004
Topdown,88,0.028275609016418457,-0.03867286443710327,-0.04027688503265381,0.0625885610711218
Topdown,89,0.02604363113641739,-0.04941451549530029,-0.04737353324890137,0.07324149586736883
Topdown,90,0.027098804712295532,-0.05483675003051758,-0.05625128746032715,0.08310007046741272
Topdown,91,0.02551252394914627,-0.059610605239868164,-0.07227087020874023,0.0970947568926754
Topdown,92,0.031402960419654846,-0.06377732753753662,-0.08401823043823242,0.11005796871158653
Topdown,93,0.0341324508190155,-0.05265849828720093,-0.0956873893737793,0.11442909650060559
Topdown,94,0.03312501311302185,-0.033019959926605225,-0.09781908988952637,0.10842582069833608
Topdown,95,0.011110007762908936,-0.009801745414733887,-0.09245920181274414,0.09363872321596928
Topdown,96,0.014056116342544556,-0.006067991256713867,-0.06935358047485352,0.07102333454019663
Topdown,97,0.0164339542388916,-0.009508073329925537,-0.060050010681152344,0.06298001344220033
Topdown,98,0.015225261449813843,-0.013399720191955566,-0.055634498596191406,0.05921620151181189
Topdown,99,0.01713418960571289,0.004482835531234741,-0.05266714096069336,0.05556531296427803

========================================================================================================================
VELOCITY STATISTICS
========================================================================================================================

D435 Camera:
  Vx: min=-0.512488, max=0.865108, mean=-0.025284
  Vy: min=-0.675798, max=0.808905, mean=0.004824
  Vz: min=-0.839371, max=1.045864, mean=0.013495
  |V|: min=0.000000, max=1.123820, mean=0.369513

Topdown Camera:
  Vx: min=-0.148642, max=0.062153, mean=0.003239
  Vy: min=-0.065547, max=0.111423, mean=0.004888
  Vz: min=-0.097819, max=4.620394, mean=0.036678
  |V|: min=0.000000, max=4.620552, mean=0.118349
